id,name,description,industry
1425,Electroloom,"Our electrospinning process, dubbed Field Guided Fabrication, makes it possible to create 3D fabrics. A close analog to 3D printing, our manufacturing method enables lightweight, seamless fabrics to be created at the touch of a button.  Electroloom's Field Guided Fabrication is a platform technology capable creating articles of clothing, tissue engineering scaffolds, filters, and much more.",ManufacturingTech
3762,The/Studio,"The/Studio is a destination for businesses, organizations and individuals to easily manufacture custom products. The company is a manufacturing platform that makes manufacturing accessible to anyone. Their network of factories gives you the ability to manufacture products, and their technology makes it simple – no MOQs, quick turnaround times, competitive pricing, and guaranteed trust in your supply chain. All on a cloud-based management platform. The/Studio was founded by Joseph Heller.",ManufacturingTech
3643,Ion Storage Systems,"Ion Storage Systems is focused on developing the most energy dense, safest batteries that can be deployed in any environment. Breakthroughs in solid state battery technology have led to a battery that meets the mission critical needs for the defense and aerospace industries; and safer more efficient for consumer electronics and electric vehicles.",ManufacturingTech
1866,Pazzi,"Pazzi wants to provide turnkey restaurant solutions for locations like train stations, airports, shopping centres, campuses, etc. The startup says that its robots could produce 100 pizzas per hour.PAZZI is the opportunity to create and customize your pizza to infinity. More than 500,000 recipe combinations are available at any time. This is an optimal and visible follow-up of the pizza making by the customers, with a promise of guaranteed time for the first time in restoration. It's also a unique visual experience: show cooking. Customers can see the robots prepare their order by executing elegantly developed movements.",ManufacturingTech
2279,Arculus,"Arculus provides hardware and software solutions for industrial automation. Arculus is the company behind the modular production revolution, headquartered in Ingolstadt, Germany. This company was founded with a mission to make a more efficient and flexible production system in multi-variant industries, implementing the most innovative solutions.",ManufacturingTech
2112,German Bionic System,"German Bionic Systems, headquartered in Augsburg with bases in Berlin, Tokyo and Singapore, is a German manufacturer that develops and builds exoskeletons for use in industrial production. Exoskeletons are human-machine systems that combine human intelligence and machine power, thereby enabling individuals to gain increased strength and endurance. GBS is one of the world's leading robotics companies focusing on humans in Industry 4.0",ManufacturingTech
194,Creapaper,"Creapaper develops an innovative raw material for paper production that is made mostly out of grass fiber. They provide the paper industry with a new raw material for the production of paper and cardboard – grass! Or, to be more precise, it’s actually dried hay. It is prepared using their own patented process according to the requirements of the corresponding paper mill and is then incorporated into its production cycle as a raw material instead of virgin fibres (wood) or recycled paper. If wood is substituted by grass as a raw material for the production of paper and cardboard, CO2 emissions arising from the manufacturing process are reduced by up to 75%.",ManufacturingTech
4454,BeBop Sensors,"BeBop uses smart fabrics to create elegant sensor solutions for OEMs. Where things or people interact, BeBop sensors comprehend force, location, size, weight, shape, motion and presence across any size, resolution, and geometry. BeBop technology is robust and proven with over a million sensors in daily use. BeBop Sensors make things knowable for product designers and visionaries. BeBop uses a proprietary Monolithic Fabric Sensor Technology that integrates all of the sensors, traces, and electronics into a single piece of fabric. This approach affords greater sensitivity, resolution, range of deployment and fantastic robustness with diminutive size. Different than other wearables that measure physiology (EKG, EMG), BeBop measures physicality. BeBop technology senses and displays 3D maps of pressure, bend, location, rotation, angle, and torsion.",ManufacturingTech
4472,Veros Systems,"Veros Systems enables industrial customers to maximize production by providing actionable intelligence on their electrically-driven machines. Their web-based Predictive Intelligence Platform uses completely nonintrusive monitors that can be installed in hours. PIP offers real-time predictive reliability and energy efficiency intelligence on electromechanical systems, and seamlessly integrates with leading Enterprise Asset Management applications. At last, engineers, managers, and executives have a means to see the future: to plan better, reduce costs, and improve a facility’s overall availability.",ManufacturingTech
1177,Sequoia Communications,"Sequoia Communications is a fabless RF semiconductor company setting new benchmarks in multimode design and integration. The FullSpectra™ common architecture, developed by Sequoia Communications, allows a single-chip transceiver to support multiple air interface protocols enabling effective communications across numerous wireless air standards. Based on the FullSpectra architecture, the SEQ7400 is a single-chip, 7-band multimode transceiver that supports GSM/GPRS/EDGE/WCDMA/HSPA and TD-SCDMA. The SEQ7400 uses a single polar modulator transmit architecture for all air standards, delivering the highest levels of integration in the industry. Typically external WCDMA LNAs and SAW filters are required, but the SEQ7400 integrates these functions into the chip and is the industry's first true monolithic receiver providing significant savings in bill-of-material (BOM), size and cost. The line of multimode RF products created by Sequoia Communications will continue to address the three key handset metrics of cost, size and power consumption.",ManufacturingTech
3995,Vativ Technologies,"Vativ Technologies, Inc. is a fabless semiconductor company, focused on providing innovative, high-bandwidth, cost-effective, copper interconnect solutions for LAN, WAN, and SAN applications.      Incorporating proprietary system architecture and DSP algorithms, Vativ's approach to physical layer interconnect diverges radically from typical analog designs used in devices today. Vativ's novel technology has resulted in several patents filed in both the U.S. and internationally.      Their advanced architecture enables increased throughput while providing greater robustness and higher performance margins needed to allow the use of low-cost media interconnects.",ManufacturingTech
2066,Cryolog,"Founded in 2002 and taken over in 2014 by CLOCK-T °, CRYOLOG specializes in the control of the cold chain. Creator of thermosensitive microbiological tablets ''TOPCRYO'', CRYOLOG is a French company whose main shareholder is CapAgro: innovation capital investment fund specialized in agribusiness. TOPCRYO is a high-tech product to interpret the time/temperature impact on the conservation of products by a simple change of color from green to red.",ManufacturingTech
4958,Smart Wires,"Smart Wires is an electrical and electronics company that specializes in grid optimization solutions that leverage its patented modular power flow control technology. The company provides solutions in the fields of transmission reliability, congestion management, and power flow control solutions. Smart Wires was founded in 2010 and headquartered in San Francisco, California.",ManufacturingTech
1852,ReVera,"ReVera is a leading provider of next generation metrology used to monitor and control films and critical layers deployed in the semiconductor manufacturing process. For many years, the industry has relied on optical-based technologies to measure thin films and layers in semiconductor devices. Due to the limitations of optical techniques when presented with smaller features and more complex materials, device manufacturers are increasingly turning to new metrology technology such as that provided by ReVera. This transition away from optical metrology increases as the industry moves through each successive technology node.",ManufacturingTech
3424,Kandou Bus,"KANDOU specializes in the design of high-speed, and pin- and energy-efficient chip-to-chip links, SerDes, and associated technologies. Demand for bandwidth in serial links has increased as industries require both high-quantity and high-quality information. KANDOU BUS has developed a unique approach to serial link design that increases the bit-rate and the reach for a given physical communications link and reduces the power consumption. As a result, more bits can be sent per unit of energy, or less energy can be used to achieve a given bit rate. Less energy means available power can be used for more speed, greater battery life, smaller dies or novel designs that shatter many of today’s constraints. Their team of scientists and engineers, based in Switzerland, the UK, and the US, is pushing the boundaries of serial links.",ManufacturingTech
2430,Nanocore,Nanocore is an engineering company that engages in 3D metal printing technology to produce high resolution parts that meet the critical needs of applications from automotive and aerospace to consumer product design and prototyping. NanoCore is bringing to market the first metal 3D printer that is within the budget of companies of all sizes.,ManufacturingTech
4501,Intecells,Intecells develops and commercializes battery-manufacturing technology to significantly improve batteries',ManufacturingTech
2498,Nordic Windpower,"Nordic’s N1000, a simple, light-weight 1MW wind turbine is known for its unsurpassed ease of installation and maintenance, exceptional reliability, and low cost of energy generation. Nordic Windpower is a technology developer and manufacturer of innovative, two-bladed wind turbines for the rapidly expanding global wind market.",ManufacturingTech
1346,Vence,"Vence makes a hardware solution for cattle which when combined with their application software allows farmers to remotely manage/control their livestock. Their solution increases the utilization of the available grasses (increased the number of animals on a farm), removes costs associated with fencing (hardware/ maintenance costs/ labor) and eliminates labor associated with moving the animals.",ManufacturingTech
3674,Smart Hydro Power,"Smart Hydro Power GmbH, a Feldafing, Germany-based company that develops, manufactures, sells and markets kinetic micro-hydro power plants. Smart Hydro Power started in 2010 as a group of kinetic turbine developers. The experience on installations and contact with the needs and challenges of remote or off-the-grid locations brought them to the current position of offering products and packages that follow principle of being simple, competitive, and complete. Nowadays, they run diverse decentralized electrification projects, offering a range of renewable energy solutions which are supported by an intelligent electrical management system.",ManufacturingTech
4522,August Robotics,"August Robotics is a global robotics and artificial intelligence company. The company is committed to building a suite of robots that will work alongside people to make labour intensive tasks more efficient, reliable and safe. August Robotics believes in the potential for robots and humans to collaborate and co-operate, enhancing business workflows in a manner that benefits both people and businesses.",ManufacturingTech
3104,Seebo,"Seebo is a pioneer in process-based Industrial AI, with solutions to predict and prevent disruptions in manufacturing due to quality and downtime issues. Using the Seebo Industrial IoT Platform, we infuse the customer’s production line processes and knowhow, together with data from OT and IT systems, into machine learning - without requiring the customer to master data science. This enables us to deliver solutions for Predictive Quality, Predictive Maintenance, and Condition Monitoring with unmatched accuracy and simplicity. The Seebo Industrial IoT Platform combines visual, code-free tools for Process and Data Modeling, Automated Root Cause Analysis, Predictive Analytics and Digital Twin Visualization. These tools enable us to tailor our solutions to clients’ specific needs, and to easily adapt the solutions post deployment. Manufacturers across industries – including Grundfos, Stanley, Procter & Gamble, Ralph Lauren, and many more – use Seebo to increase overall equipment effectiveness (OEE), minimize maintenance costs, and continually improve quality. Founded in 2012, the company has raised over $22M from top VC firms, and was named a Gartner Cool Vendor in the Internet of Things for 2017.",ManufacturingTech
363,Orange Chef,"Orange Chef designs and manufactures hardware and software applications to answer some of the toughest questions around health and nutrition. Widely regarded as leaders of the connected kitchen category, all products are created with an emphasis on quality, simple design and a smart utilization of artificial intelligence technologies. Orange Chef distributes their products in stores like Williams Sonoma, Apple, Target, and Amazon, among others. Established in 2011, Orange Chef is privately held and headquartered in San Francisco. For more information on Orange Chef products visit www.orangechef.com. We do all this to help people win at food. And we're just getting started.",ManufacturingTech
4286,Antuit,"Antuit is a Goldman Sachs backed AI solutions leader in the Retail, Consumer Goods, and Manufacturing industries. Since 2013, Antuit has been on a mission to help leading multi-national and high-growth companies predict, shape and meet demand. Combining deep domain expertise with proprietary solutions and technologies like machine learning and AI, Antuit delivers revenue and margin growth, improved supply chain efficiency, and enhanced customer experiences.",ManufacturingTech
2528,Arch Systems,"Arch empowers the innovative to design and deploy Industrial IoT for a more connected and sustainable Earth. Arch Systems has developed a combination of hardware, software and design automation technologies that together allows them to efficiently retrofit any industrial machine in the world with remote data collection capabilities. Arch Systems uses this core technological advantage to sell a suite of monitoring, optimization and predictive maintenance solutions to large manufacturing customers. The statement “any industrial machine in the world” is intended to be taken literally and is a core part of what makes the technology special.",ManufacturingTech
39,Instrumental,"Instrumental is building software that enables assembly lines to autonomously operate, learn, and adapt parts and processes - saving billions of dollars in scrap and rework costs. Their customers use Instrumental to find and fix issues on their assembly lines, preventing development schedule slips and beginning production at higher yields. Their equipment and data service is deployed on multiple global assembly lines at top-tier manufacturers. Instrumental was founded by Anna-Katrina Shedletsky and Samuel Weiss, two former Apple engineers who, after spending hundreds of days in China on manufacturing lines, set out to revolutionize the manufacturing space. They are assembling a diverse team who sees inefficiencies as opportunities and want to develop a system that changes the manufacturing world for the better.",ManufacturingTech
3337,Reno Sub Systems,"Reno Sub-Systems, to our longtime semiconductor friends, colleagues and customers around the world. The founding of Reno has been a very gratifying challenge which has brought together many of the best and brightest minds in the field of Semiconductor Process Equipment Instrumentation. At a time when industry consolidation and the tightening of venture capital poses a serious threat to new business formation, the founders of Reno have demonstrated the incredible power of inventing world-class technologies to enable next generation processes. With three brand new and highly disruptive technologies, we are creating a paradigm shift in the industry. At Reno, we believe there is unlimited potential for new discoveries and innovative thinking. As we move forward into the 450mm era, Reno stands at the summit of semiconductor process control equipment technology, ready to set the standards for product performance, worldwide customer support and customer satisfaction.",ManufacturingTech
3755,Shocking Technologies,"Shocking Technologies, Inc. started operations as a privately held, venture-backed company developing Voltage Switchable Dielectricâ„¢ (VSDâ„¢) materials. A VSDâ„¢ material is a polymer nano-composite that behaves like an insulator (dielectric) during normal circuit operation and becomes conductive when the voltage across the VSDâ„¢ material increases beyond a predefined threshold voltage. The voltage switches back to an insulator again after the voltage drops below the threshold. This unique property, coupled with the ability to tailor the response of the material, opens up several new areas in electronics. The first application being introduced enables embedded electrostatic discharge (ESD) protection in printed circuit boards (PCBs) and semiconductor packages. Subsequent applications will usher in new manufacturing processes as well as novel product designs.",ManufacturingTech
80,Intrinsic,"Intrinsic ID is the world’s leading digital authentication company for the Internet of Things (IoT) and embedded applications. It is the inventor of SRAM Physical Unclonable Function, or SRAM PUF, leveraging manufacturing variations in semiconductors to create unique IDs and keys to authenticate chips, data, devices and systems. Because a unique ID can be extracted easily from SRAM with Intrinsic ID’s technology, adding authentication and key provisioning is much less expensive than with current methods; no additional hardware is needed. Due to the low cost of implementing SRAM PUF and the critical need for security, Intrinsic ID’s authentication technology is ideally positioned to address the needs of the fast-growing IoT market. Through its flexibility, scalability and low implementation cost, Intrinsic ID products address the security needs of the fast-growing IoT market. Its solutions are used to validate payment systems, secure connectivity, authenticate sensors, and protect sensitive government and military data and systems. Intrinsic ID’s award recognition includes the EU 2016 Innovation Radar Prize, which honors high-potential innovations and innovators in EU-funded research. Intrinsic ID’s SRAM PUF technology has been proven in millions of devices and in products that have passed certification by Common Criteria Evaluation Assurance Level (EAL6+), EMVCo, Visa and multiple governments.",ManufacturingTech
3445,Kneron,"Kneron focuses on the design and development of integrated software and hardware on-device Edge artificial intelligence (AI) solutions for smart home, smart surveillance, smartphones, robots, drones, and IoT devices. Its solutions include AI System-on-Chips (SoCs), visual recognition SDKs, and neural processing unit (NPU) IP. Kneron's vision is to empower AI on everyday devices and build the Edge AI Net.",ManufacturingTech
3826,Acousticeye,"AcousticEye Ltd. was established in 2005 by Tal Pechter and Dr. Noam Amir to bring acoustic technology to the NDT (Non Destructive Testing) industry. The company develops, manufacturers, and markets mobile and embedded tube inspection devices. AcousticEye's patented (pending) technology offers accurate and rapid single point inspection of inaccessible tubes. The company's Dolphin system is unique in its ability to quickly find and accurately locate defects in complex tube systems regardless of their material, without the need for physically traversing a probe along the tubes.",ManufacturingTech
4149,Invoxia,"Invoxia is a global leader in the design and development of telecommunications products, speakers and connected devices. Known for its advanced In Vivo Acoustic® technology, its range of market leading conference phones combine stylish design with superior sound and voice capture capabilities. Invoxia is a privately held company created in 2010. It is based in France with offices in USA, Switzerland and China.",ManufacturingTech
278,Prudent Energy,"Prudent Energy is the designer, manufacturer, and integrator of the patented Vanadium Redox Battery Energy Storage System (VRB-ESS®), a long-life, advanced flow battery",ManufacturingTech
3347,Light-Based Technologies,Light-Based Technology delivers disruptive linear technologies for the control of solid state lighting products. Their solutions are easy to implement and very efficient. They can help you reduce the strain on natural resources from the materials required to manufacture your products while adding beneficial features.,ManufacturingTech
2810,Achronix Semiconductor,"Achronix is a privately held fabless corporation based in Santa Clara, California. Achronix is the only company to offer high-density and high-performance application-targeted field programmable gate arrays (FPGAs). Called Speedster®22i, Achronix’s FPGAs are built on Intel’s advanced 22nm process featuring 3-D Tri-Gate transistors and are the first FPGAs to include fully integrated hard IP protocol functions targeted for communications applications. Achronix also offers the Achronix CAD environment (ACE), an easy-to-use, mature, robust design-tool suite for our customers. ACE includes integrated support for industry-standard synthesis tools Synplify Pro and Precision Synthesis, from Synopsys and Mentor Graphics, respectively. Target markets for Achronix FPGAs include: Networking Optical/telecom High-performance computing Test and measurement Military and security Achronix Semiconductor Corporation was founded in 2004 with sales offices in the United States, Europe and China. It has research and development facilities in Santa Clara, California and Bangalore, India.",ManufacturingTech
2556,Accion Systems,"Accion Systems was founded to accelerate the exploration of space. To fulfill this mission, our team develops in-space propulsion technologies that optimize scalability, performance, and efficiency. Accion’s flagship product, TILE, uses proprietary electrospray thrusters, bringing electric propulsion to satellites of all sizes and redefining in-space capabilities for the 21st century. In-space propulsion systems are the one missing piece currently restricting the small satellite industry. Propulsion technology has not scaled down to the size other components of small satellites have, leaving most without propulsion capabilities. When a small satellite has positioning capabilities from a propulsion system, it’s mission lifetime is greatly extended meaning that fewer satellites need to be launched and one satellite can perform multiple tasks. Propulsion allows a small satellite to re-position: keeping it in orbit, changing its position to another orbit, adjusting inclination to align instrumentation and any other positional change that allows a satellite to perform it’s tasks more efficiently and accurately. Accion’s TILE electric ion thrusters are small, affordable, safe, modular, and scalable - opening the benefits of in-space propulsion to the emerging class of small satellites and changing how we interact with our world and other worlds.",ManufacturingTech
1372,Animal Dynamics,"At Animal Dynamics they know that nature’s evolved designs are more efficient, elegant and powerful than anything yet built by man. However, the last decade has seen revolutions in analytical technology that allow us to evaluate high-performance animals to a previously unachievable degree, and use cutting-edge science to understand the fundamental mechanisms underlying this performance. AnDy does not simply attempt to replicate the high-performance natural designs, but marries fine-engineering skills with a deep understanding of the fundamental mechanisms, to produce revolutionary machines that will change the shape of the future, taking inspiration from their environment in order to protect it, and capable of performance beyond anything currently found in nature or engineering.",ManufacturingTech
1240,FRX Polymers,"FRX Polymers, Inc. was founded in 2007 following over five years of intensive research and development in the field of inherently flame retardant plastics. The company operates two pilot plants in Chelmsford, MA and a polymer pilot plant in Switzerland and a full scale manufacturing plant in Antwerp. FRX is in the growth phase of is commercializing a novel family of non-halogen, transparent, high melt flowing, fire resistant plastics. FRX Polymers is headquartered in Chelmsford, MA.",ManufacturingTech
1609,Kenzie Academy,"Kenzie Academy provides a solution to the dramatic shortage of tech talent in the U.S., by reimagining higher education for the tech sector. Kenzie Academy is a tech apprenticeship school focused on education, mentorship, and job placement. They offer 6-month to 2-year programs with a paid apprenticeship after 6 months. They are founded by tech entrepreneurs with years of experience developing and cultivating talent for startups and major tech companies. Kenzie instructors, leadership, mentors and volunteers are all advocates for our students. Our top priority is job placement upon completion -- either at our Kenzie Studio consulting arm or at other technology companies.",ManufacturingTech
4235,Momentum Dynamics,"Momentum Dynamics has developed and is commercializing advanced automatic wireless EV charging systems. They work in multiple vertical markets including electric passenger vehicles, industrial vehicles, commercial vehicles, and electric buses. The wireless systems can provide power to recharge the batteries of these vehicles from 1 kilowatt up to 300 kilowatts with power transfer efficiencies over 94%. Momentum Dynamics develops high power inductive charging technologies for the automotive and transportation industries. The proven technology is modular and scalable, allowing any type of vehicle to be connected to the electrical power grid without the use of wires. The company's vision is to accelerate the adoption of electric and plug-in hybrid vehicles by providing easy-to-use wireless charging through the application of proprietary, innovative technology. Momentum Dynamics was founded in 2009 and is headquartered in Malvern, Pennsylvania, United States.",ManufacturingTech
1996,KREATIZE,"KREATIZE helps manufacturing companies with smart purchasing solutions. They believe in the future of the manufacturing industry in Germany and Europe, and want to help businesses in this market achieve more success and agility. KREATIZE digitalizes the way custom parts are ordered and manufactured. Companies receive a complete offer for their request within 120 minutes. With their smart solutions they are proud supporters of the digital and agile world of manufacturing, and plan to support as many businesses as possible.",ManufacturingTech
3776,Ampulse,"Ampulse was founded in 2007 by Innovation Valley Partners and Battelle Ventures, an independent venture fund formed by the Battelle Memorial Institute, the world's largest non-profit research and development organization, manager of seven National and four major private laboratories in the United States. Ampulse is leveraging proprietary technology developed over the past ten years at the U.S. Department of Energy's Oak Ridge National Laboratory (ORNL), and National Renewal Energy Laboratory (NREL), focused on flexible thin-film photovoltaic technologies.",ManufacturingTech
4856,Eurekite,"Eurekite is a scientific and creative company with expertise in formulation chemistry, production technology, and composite development. The company was incorporated in May 2015 as a spin off from the university to further develop and commercialize the technology. The disruptive flexible ceramic technology attracted Cottonwood Technology Fund, a top performing early stage VC firm from U.S. Eurekite’s birthplace is the University of Twente, which is located in Enschede, The Netherlands. The Flexiramics® technology was developed at the Inorganic Materials Science Group (IMS) of MESA + Institute for Nanotechnology, under the supervision of Prof. Andre ten Elshof.",ManufacturingTech
2593,Plethora,"Plethora is a manufacturing system that turns customer designs into custom parts using robotics and advanced software. The company's software works alongside CAD and CAM software to make CNC manufacturing more efficient. Plethora was established in 2012 by Jeremy Herrman and Nick Pinkston and it is headquartered in San Francisco, California,.",ManufacturingTech
725,EH Group Engineering,"EH Group Engineering (EHG) aims to become a leading player in the emerging hydrogen economy. This is via the commercialisation of a low temperature fuel cell (FC) based on a radical new design and the development of a transformative manufacturing technique that dramatically reduces costs.  They are based in Canton de Vaud in Switzerland, in close proximity to their key industrial partners. Together with them and in collaboration with their sources of academic expertise, EHG seeks to accelerate the commercialisation and large scale deployment of hydrogen fuel cells in a decarbonising world.",ManufacturingTech
2120,SIRIN,"SIRIN LABS operates on the leading edge of communication technology. Backed by significant investment from some of the most respected players in this arena, the company has been driven by a determination to deliver uncompromising solutions. After over two years of intensive research and development, SIRIN LABS is poised to present our first product, a mobile phone built without restriction or compromise.",ManufacturingTech
4272,EcoSense Lighting,"EcoSense Lighting is a team of LED lighting pioneers with over 100 years of experience and a genuine passion for delivering advanced solid-state lighting solutions.  EcoSense delivers a broad line of high-quality, cutting-edge LED lighting solutions for architectural and commercial applications. EcoSense has a compelling technology portfolio including the new industry-leading breakthrough dimming technology.  EcoSense has offices in the United States, the United Kingdom, and Hong Kong with headquarters in Los Angeles.",ManufacturingTech
4881,Sensing Electromagnetic Plus,"SEM+ is an hi-tech start-up company providing reliable and unobtrusive pressure sensitive solutions while enabling the development of the next-generation of flexible hi-tech devices. Sensors implementing our technology are mechanically reliable and robust, and are able to reconstruct the map of pressure distributions applied on their sensitive surfaces, as well as the intensity of multiple contacts.",ManufacturingTech
3451,Amplitude,"AMPLITUDE TECHNOLOGIES is the global expert in the science, design and manufacture of high performance laser systems for a variety of specialist applications. ln addition to systems used for fundamental physics research, the company is a leading authority in the medical research domain including radiography and cancer treatment projects. AMPLITUDE TECHNOLOGIES offers worldwide project management experience. Its comprehensive project management program provides industry-leading levels of customer support. From the first steps of the design concept, to laboratory installation, training and ongoing after-sales requirements, the Amplitude team is on-hand to provide the support the application demands. Over a decade' s experience in the Science, design and development, and support of state-of-the-art systems in the field means that every AMPLITUDE TECHNOLOGIES system is engineered to be extremely robust and reliable, offering unparalleled performance no matter what the application.",ManufacturingTech
4321,Plus One Robotics,"Plus One Robotics builds robot perception software and solutions. They mitigate the persistent shortage of manual labor and allow your personnel to flow from monotonous tasks to higher value work. Through the integration of off-the-shelf high performance manipulators with their advanced vision capabilities, your robots will bridge the gap between steady state volume and surge. Plus One’s novel approach to human/robot collaboration and supervised autonomy ensures the systems are scalable, flexible, and fault tolerant.",ManufacturingTech
2796,Aryballe Technologies,Aryballe Technologies was created in Grenoble/France by a team of scientists and entrepreneurs. As a technology platform their main objectives are to develop new generations of universal sensors which can be adapted to different applications. In parallel to their core hardware development activities they are also organized to handle the software + database development and full manufacturing of their sensors and devices.,ManufacturingTech
4650,Essentium,"Essentium is an innovator in both engineering filament materials and industrial additive manufacturing platforms. Its new generation of automated high-speed industrial production system combines performance, accuracy, reliability, and economics. BASF and Essentium partner to establish a consistent global materials supply chain supportive of Essentium’s High Speed Extrusion (HSE) and FlashfuseTM plasma technologies to enable additive manufacturing scalability. The company was founded in 2018 and is based in College Station, Texas.",ManufacturingTech
2436,EiraTech,"Eiratech Robotics is the Dublin-based innovator of a mobile goods-to-person robotics automation platform for the Intelligent Supply Chain and Smart Factories. We leverage Platform-Based Design to enable multiple applications on our platform, including e-fulfilment (Intelligent Supply Chain) and shop floor digital transformation (materials handling, kitting, sorting and etc).",ManufacturingTech
4661,Automation Hero,"Automation Hero goes beyond traditional RPA by natively integrating AI to form an enterprise-ready intelligent process automation platform. By intelligently automating repetitive and time-consuming tasks, Automation Hero improves information worker productivity and drives more successful, optimized business outcomes. Its powerful backend focuses on three key areas: augmenting employee decision making, eliminating repetitive and time-consuming tasks and automating common customer asks. The platform offers both unattended and attended automations. Its attended version is personified by Robin, a proactive, adaptive and interactive AI assistant to create an approachable integration between AI and humans. Automation Hero empowers organizations to modernize legacy systems without adding heavy IT resources through seamless integration.",ManufacturingTech
818,MadeSolid,"MadeSolid is having the vision to advance the capabilities of 3D printers through better materials. They balance their products with superior mechanical properties while promoting its ease of use. With the help of early beta users and a crowd sourcing campaign, they have been able to release several products that give 3D printer users access to advanced materials.",ManufacturingTech
2536,XAircraft,XAircraft is a multi-rotor design and manufacturing company hailing from China with a global footprint of International Distributors. We specialise in the design and development of all sized multi-rotor equipment for various types of applications which includes model aircraft for the weekend hobbyist through to large-scale professional,ManufacturingTech
429,Zeo,"Zeo was a manufacturer of a sleep monitor in the form of a headband, that contained an EEG unit monitoring the user's brain waves. The sleep monitor was able to detect and record sleep stages, and awake at the optimal time, in light sleep. Using analytics, users were provided with recommendations based on each individual's sleeping patterns. Zeo has stopped operating in [December 2012](http://techcrunch.com/2013/05/22/sleep-tracking-startup-zeo-says-goodnight/), and Q2 2013, it quietly shut down. According to founder Dave Dickinson, problems included the business model, with a ''suboptimal profit margin'', invasiveness of the headband device for some user, and friction caused by the user having to log into the website to enter additional data. Moreover, the [sleep data was not necessarily suitable for a small mobile screen](http://mobihealthnews.com/22410/can-personal-health-data-motivate-behavioral-change-it-depends/).",ManufacturingTech
2102,LumaSense Technologies,"With a long history of creating efficiencies through light-based measurement and guided by a strong set of values, LumaSense Technologies' mission is to deliver solutions that create a brighter future for the world. In fact, for over 50 years, LumaSense has provided innovative temperature and gas sensing instruments for the energy, industrial, clean technology and commercial markets. Through their precision engineered systems, their customers have gained control over their most difficult temperature and gas sensing challenges. With expert application understanding and a growing portfolio of products, LumaSense can combine several technologies together into novel solutions even for the most complex environments. By delivering reliable products to customers around the globe and in all kinds of industries, their priority is always to develop the best solutions now and long into the future.",ManufacturingTech
4105,Digit Wireless,"Digit Wireless, operates as a user interface innovation company. It offers Fastap keypad technology solutions that enable to discover, access, and use messaging, mobile data, and voice services. The company licenses its technology to mobile manufacturers and operators. Digit Wireless, Inc. was founded in 2000 and is headquartered in Burlington, Massachusetts with additional offices in Beijing, Shanghai, Hong Kong, London, and Seoul.",ManufacturingTech
1865,ihiji,"ihiji, a company focused on disruptive technologies, has created invision, a cloud based Network Management as a Service (NMaaS) platform for remote monitoring and maintenance of IP-enabled devices. ihiji has received numerous industry awards and repeated recognition for its innovative technology. Originally designed to efficiently maintain and service home networking and automation products, invision has evolved into a scalable and flexible web-based platform allowing for remote network monitoring, support, and documentation. ihiji creates a cohesive partnership with integrators and leading manufacturers to offer inspired solutions to complicated problems that increase both end-user satisfaction and system integrator profitability.",ManufacturingTech
353,Pivotal Systems,Pivotal Systems provides the best-in-class gas flow monitoring and control technology platform for the global semiconductor industry. The company’s proprietary hardware and software utilizes advanced machine learning to enable preventative diagnostic capability resulting in an order of magnitude increase in fab productivity and capital efficiency for existing and future technology nodes.,ManufacturingTech
2760,SpectraLinear,"SpectraLinear, Inc., a fabless mixed signal IC company, designs, develops, manufactures, and markets timing circuits. The company's products include computer clocks, buffers, zero delay buffers, EMI reduction circuits, and systems clocks for the consumer and PC clock applications. Its products enable various electronic applications, such as digital television, high definition digital television, digital still camera, digital movie camera or camcorders, set-top box, multi function printers, laser and inkjet printers, copiers, notebook and desktop computers, servers, and communication systems, as well as automotive, gaming, cash registers, and other industrial applications. The company serves consumer, computer, and communication markets. It has locations in Istanbul, Turkey; Bangalore, India; Taiwan; and Japan.  SpectraLinear, Inc. was founded in 2006 and is based in Santa Clara, California.",ManufacturingTech
535,FactoryFour,"Manufacturing execution system rebuilt around a modern technology stack. No more inflexible systems, endless implementations, and ridiculous fees for bad software. Experience highly customizable, simple to use, and quick to deploy manufacturing management solutions that increase predictability, productivity, and profit.",ManufacturingTech
3243,Magwel,Magwel is a provider of integrated 3D device-EM simulation and analysis products for ICs. Its tools are used by device modeling engineers and library developers to characterize and model active devices as well as on-chip passives from GDSII layout with unprecedented accuracy. Magwel’s customers include large semiconductor companies in Europe and the U.S.,ManufacturingTech
1492,Ionic Materials,"Ionic Materials technology team has extensive experience in polymer science, electrochemistry and battery science and they are further supported by leading experts from academia and industry. Ionic’s polymer electrolyte represents a major breakthrough in battery technology. By enabling the creation of batteries that are safer, cheaper, and higher performance than the current state-of-the-art, Ionic’s polymer electrolyte shatters the traditional battery design paradigm, under which safety, cost, and performance must generally be traded off against one another. They are excited to bring this technology to market with core partners in the battery industry.",ManufacturingTech
2146,Times pace Intelligent Technology,"Guangzhou Times pace Intelligent Technology Co., Ltd. (广州天绎智能科技) is a high-tech enterprise focused on R&D, production, and sales of 2.45G remote radio-frequency identification (RFID) products and providing global users with high-performance solutions.  It holds an R&D team of RFID and a management team who possess the industry experience over many years, and launched the ''''Radio Frequency Identification Positioning System'''' with complete primary independent intellectual property rights in the world, which fills the gap in the field of Radio Frequency Identification Technology at home and abroad.",ManufacturingTech
